City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,hilo,19.7297,-155.09,78.53,65,40,10.36,US,1638132336
1,cidreira,-30.1811,-50.2056,72.3,87,100,8.61,BR,1638132338
2,punta arenas,-53.15,-70.9167,50.11,62,75,29.93,CL,1638132158
3,ostersund,63.1792,14.6357,18.05,93,99,6.91,SE,1638132345
4,ola,59.5833,151.2833,14.83,87,100,4.21,RU,1638132347
5,batemans bay,-35.7167,150.1833,59.14,67,74,2.55,AU,1638132086
6,viru,-8.4167,-78.75,65.5,69,100,9.35,PE,1638132352
7,kabelvag,68.2114,14.4817,28.4,80,75,5.75,NO,1638132355
8,bovolone,45.2548,11.1263,41.52,86,100,3.11,IT,1638132359
9,atuona,-9.8,-139.0333,78.53,72,1,18.23,PF,1638132362
10,airai,-8.9266,125.4092,60.44,89,100,1.5,TL,1638132365
11,tiksi,71.6872,128.8694,-13.72,99,99,6.53,RU,1638132367
12,cherdyn,60.403,56.4787,27.81,95,100,10.33,RU,1638132369
13,arman,59.7,150.1667,11.61,94,100,4.59,RU,1638132372
14,hofn,64.2539,-15.2082,31.17,97,100,9.8,IS,1638132334
15,puerto ayora,-0.7393,-90.3518,78.76,81,85,10.18,EC,1638132377
16,kununurra,-15.7667,128.7333,75.18,94,47,0.0,AU,1638132236
17,raglan,-37.8,174.8833,65.39,70,47,4.32,NZ,1638132381
18,maragogi,-9.0122,-35.2225,80.35,81,34,13.65,BR,1638132384
19,mamakan,57.8161,114.0028,2.39,92,100,2.01,RU,1638132386
20,yellowknife,62.456,-114.3525,18.12,93,90,12.66,CA,1638132319
21,half moon bay,37.4636,-122.4286,66.38,65,1,0.0,US,1638132237
22,jamestown,42.097,-79.2353,36.72,100,90,11.5,US,1638132292
23,broome,42.2506,-75.833,32.77,100,90,8.05,US,1638132396
24,ushuaia,-54.8,-68.3,46.06,71,40,20.71,AR,1638132398
25,lerwick,60.1545,-1.1494,32.0,54,98,8.7,GB,1638132400
26,hithadhoo,-0.6,73.0833,81.37,75,66,17.43,MV,1638132403
27,rikitea,-23.1203,-134.9692,76.73,74,11,16.35,PF,1638132406
28,bandarbeyla,9.4942,50.8122,77.7,75,36,18.81,SO,1638132408
29,arraial do cabo,-22.9661,-42.0278,78.76,83,20,6.91,BR,1638132411
30,hasaki,35.7333,140.8333,32.4,48,2,0.89,JP,1638132413
31,presidencia roque saenz pena,-26.7852,-60.4388,78.78,64,32,11.92,AR,1638132416
32,yar-sale,66.8333,70.8333,-6.25,94,100,8.1,RU,1638132418
33,barrow,71.2906,-156.7887,-11.18,70,90,13.8,US,1638132421
34,longyearbyen,78.2186,15.6401,10.24,56,75,23.02,SJ,1638132423
35,namibe,-15.1961,12.1522,69.42,76,92,5.48,AO,1638132426
36,bluff,-46.6,168.3333,55.81,68,53,19.35,NZ,1638132428
37,avarua,-21.2078,-159.775,80.65,57,75,5.75,CK,1638132431
38,kimbe,-5.5502,150.1429,79.2,85,100,1.88,PG,1638132433
39,burns lake,54.2331,-125.7533,40.42,77,49,7.99,CA,1638132436
40,luderitz,-26.6481,15.1594,61.3,84,8,8.93,NA,1638132439
41,tallahassee,30.4383,-84.2807,60.64,41,90,4.61,US,1638132320
42,roald,62.5833,6.1333,26.74,68,20,11.5,NO,1638132443
43,mount isa,-20.7333,139.5,76.77,29,90,10.36,AU,1638132446
44,bredasdorp,-34.5322,20.0403,62.89,81,12,5.19,ZA,1638132448
45,hermanus,-34.4187,19.2345,63.55,84,75,7.61,ZA,1638132451
46,kaoma,-14.7833,24.8,69.35,66,99,5.26,ZM,1638132453
47,sabang,5.8933,95.3214,80.42,73,99,3.29,ID,1638132335
48,saskylakh,71.9167,114.0833,-19.86,100,100,4.43,RU,1638132461
49,albany,42.6001,-73.9662,30.85,84,91,2.98,US,1638132244
50,saldanha,-33.0117,17.9442,64.45,85,26,5.35,ZA,1638132166
51,lorengau,-2.0226,147.2712,80.91,79,98,2.39,PG,1638132468
52,poya,-21.35,165.15,82.6,67,69,2.77,NC,1638132470
53,kirakira,-10.4544,161.9205,83.16,77,86,6.89,SB,1638132473
54,new norfolk,-42.7826,147.0587,54.9,74,58,2.35,AU,1638132475
55,nelson bay,-32.7167,152.15,62.65,74,100,6.15,AU,1638132478
56,tuatapere,-46.1333,167.6833,58.75,46,22,3.49,NZ,1638132480
57,yulara,-25.2406,130.9889,57.04,51,0,3.44,AU,1638132482
58,tshikapa,-6.4167,20.8,69.35,96,65,1.66,CD,1638132485
59,calabozo,8.9242,-67.4293,88.84,48,100,6.4,VE,1638132487
60,clyde river,70.4692,-68.5914,-3.77,84,100,14.97,CA,1638132490
61,salalah,17.0151,54.0924,75.29,73,0,4.61,OM,1638132493
62,labuhan,-6.8844,112.2051,75.88,90,100,3.13,ID,1638132495
63,sao filipe,14.8961,-24.4956,76.8,70,95,14.7,CV,1638132498
64,moura,38.1401,-7.4486,50.11,83,21,7.49,PT,1638132500
65,ponta do sol,32.6667,-17.1,65.03,77,51,8.61,PT,1638132505
66,van buren,35.4368,-94.3483,62.62,39,1,4.61,US,1638132508
67,san carlos de bariloche,-41.1456,-71.3082,64.15,22,20,26.46,AR,1638132510
68,guerrero negro,27.9769,-114.0611,78.13,34,0,8.57,MX,1638132375
69,saint-augustin,51.226,-58.6502,34.32,84,99,23.71,CA,1638132515
70,torbay,47.6666,-52.7314,45.37,70,75,13.8,CA,1638132517
71,waipawa,-41.4122,175.5153,63.23,67,71,5.5,NZ,1638132424
72,coari,-4.085,-63.1414,81.3,88,73,0.83,BR,1638132531
73,busselton,-33.65,115.3333,61.63,80,38,7.92,AU,1638132534
74,lebu,-37.6167,-73.65,56.28,70,5,19.35,CL,1638132538
75,zhicheng,30.2956,111.5047,49.8,58,89,1.74,CN,1638132541
76,mar del plata,-38.0023,-57.5575,66.22,88,90,14.97,AR,1638132543
77,lambarene,-0.7001,10.2406,75.49,94,98,5.39,GA,1638132546
78,pierre,44.3683,-100.351,49.12,49,40,3.44,US,1638132548
79,mizdah,31.4451,12.9801,57.22,70,9,22.77,LY,1638132551
80,stokmarknes,68.5646,14.9108,28.36,93,75,5.75,NO,1638132553
81,katangli,51.7102,143.2326,21.56,85,100,6.33,RU,1638132555
82,roros,62.5747,11.3842,-13.16,84,90,1.14,NO,1638132558
83,pevek,69.7008,170.3133,1.9,89,100,1.79,RU,1638132560
84,ayna,-12.65,-73.9167,79.3,66,84,3.29,PE,1638132563
85,vao,-22.6667,167.4833,75.92,88,22,21.56,NC,1638132565
86,auki,-8.7676,160.7034,81.32,79,77,3.76,SB,1638132568
87,taraz,42.9,71.3667,21.61,93,21,6.71,KZ,1638132571
88,san lawrenz,36.0553,14.204,58.41,68,49,27.34,MT,1638132573
89,harper,4.375,-7.7169,79.3,81,64,5.08,LR,1638132578
90,husavik,66.0449,-17.3389,28.31,95,100,5.06,IS,1638132580
91,lahij,13.1667,44.5833,73.98,63,0,1.9,YE,1638132583
92,provideniya,64.3833,-173.3,-3.89,50,0,6.71,RU,1638132305
93,henties bay,-22.116,14.2845,60.13,91,0,7.81,NA,1638132590
94,port lincoln,-34.7333,135.8667,61.21,70,1,5.79,AU,1638132319
95,tura,25.5198,90.2201,59.22,62,5,3.49,IN,1638132595
96,nome,64.5011,-165.4064,-21.93,76,1,3.44,US,1638132598
97,faanui,-16.4833,-151.75,81.41,74,98,11.27,PF,1638132600
98,nacogdoches,31.6002,-94.6335,64.58,72,20,4.61,US,1638132602
99,barra patuca,15.8,-84.2833,80.49,68,44,7.63,HN,1638132605
100,hobart,-42.8794,147.3294,55.26,76,0,9.22,AU,1638132563
101,krasnoselkup,65.7,82.4667,-19.01,100,73,5.26,RU,1638132610
102,los llanos de aridane,28.6585,-17.9182,64.15,73,75,19.57,ES,1638132612
103,fairbanks,64.8378,-147.7164,-27.44,75,1,0.0,US,1638132438
104,butembo,0.15,29.2833,57.78,96,96,3.44,CD,1638132617
105,komsomolskiy,40.4272,71.7189,33.22,80,33,4.61,UZ,1638132620
106,halvad,23.0167,71.1833,72.97,37,90,6.58,IN,1638132622
107,ocampo,21.65,-101.5,66.99,34,100,4.12,MX,1638132624
108,cape town,-33.9258,18.4232,63.01,94,40,4.61,ZA,1638132600
109,challapata,-18.9,-66.7667,62.65,42,72,12.12,BO,1638132631
110,bend,44.0582,-121.3153,64.26,42,1,18.41,US,1638132505
111,bambous virieux,-20.3428,57.7575,73.65,83,20,3.44,MU,1638132638
112,kashihara,34.509,135.7929,40.28,59,12,3.15,JP,1638132641
113,aklavik,68.2191,-135.0107,-12.17,70,40,16.11,CA,1638132644
114,aguas belas,-9.1114,-37.1231,85.6,47,98,13.89,BR,1638132646
115,christchurch,-43.5333,172.6333,57.4,94,90,8.05,NZ,1638132651
116,qaqortoq,60.7167,-46.0333,37.9,98,100,9.19,GL,1638132435
117,sarai naurang,32.8259,70.7814,61.11,32,0,2.91,PK,1638132656
118,nichinan,31.6,131.3667,50.76,77,47,6.87,JP,1638132658
119,mataura,-46.1927,168.8643,58.6,51,84,3.69,NZ,1638132661
120,pisco,-13.7,-76.2167,71.65,68,0,23.02,PE,1638132663
121,mogadishu,2.0371,45.3438,81.21,77,42,9.91,SO,1638132536
122,east london,-33.0153,27.9116,69.12,74,26,5.84,ZA,1638132668
123,juneau,58.3019,-134.4197,30.25,86,75,6.91,US,1638132620
124,cayenne,4.9333,-52.3333,78.84,94,40,2.3,GF,1638132673
125,kavaratti,10.5669,72.642,81.0,78,98,15.66,IN,1638132675
126,thompson,55.7435,-97.8558,5.16,85,40,6.91,CA,1638132678
127,cuambog,7.3086,125.8481,77.04,93,98,5.59,PH,1638132680
128,yelan,50.949,43.7378,41.81,97,98,7.63,RU,1638132682
129,fuerte olimpo,-21.0415,-57.8738,89.13,47,98,1.45,PY,1638132685
130,gilgit,35.9221,74.3087,42.98,54,78,3.11,PK,1638132687
131,tuktoyaktuk,69.4541,-133.0374,-9.4,70,75,17.27,CA,1638132690
132,khatanga,71.9667,102.5,-8.03,98,100,9.31,RU,1638132693
133,severo-yeniseyskiy,60.3725,93.0408,10.58,90,100,11.86,RU,1638132695
134,miles city,46.4083,-105.8406,58.17,41,1,5.75,US,1638132698
135,mount darwin,-16.7725,31.5838,68.68,53,25,3.94,ZW,1638132700
136,severo-kurilsk,50.6789,156.125,32.68,93,100,11.95,RU,1638132702
137,port elizabeth,-33.918,25.5701,66.49,72,0,24.16,ZA,1638132705
138,afzalpur,17.2,76.35,70.74,76,85,8.39,IN,1638132707
139,port-gentil,-0.7193,8.7815,80.56,83,20,8.05,GA,1638132710
140,rock sound,24.9,-76.2,75.92,65,35,2.1,BS,1638132712
141,dikson,73.5069,80.5464,-15.25,100,100,11.92,RU,1638132715
142,povenets,62.8487,34.8262,18.52,87,100,9.06,RU,1638132717
143,saint-philippe,-21.3585,55.7679,74.79,83,42,3.65,RE,1638132720
144,vaini,-21.2,-175.2,80.76,74,20,9.22,TO,1638132722
145,flinders,-34.5833,150.8552,56.48,69,64,3.22,AU,1638132725
146,pitrufquen,-38.9833,-72.65,64.42,52,0,12.66,CL,1638132727
147,vejle,55.7093,9.5357,36.36,97,99,6.87,DK,1638132730
148,souillac,-20.5167,57.5167,73.78,83,20,3.44,MU,1638132446
149,toppenish,46.3774,-120.3087,63.7,47,100,20.54,US,1638132542
150,grand gaube,-20.0064,57.6608,73.8,70,6,7.23,MU,1638132737
151,port alfred,-33.5906,26.891,66.2,80,6,10.4,ZA,1638132741
152,norman wells,65.282,-126.8329,-30.96,61,75,2.3,CA,1638132683
153,rapid valley,44.0625,-103.1463,63.45,29,1,5.75,US,1638132746
154,butaritari,3.0707,172.7902,81.61,78,86,13.18,KI,1638132748
155,tasiilaq,65.6145,-37.6368,14.11,96,97,2.39,GL,1638132740
156,sitka,57.0531,-135.33,35.49,64,75,13.8,US,1638132753
157,yumen,40.2833,97.2,20.01,47,0,14.88,CN,1638132756
158,antalaha,-14.9003,50.2788,74.21,90,71,6.8,MG,1638132760
159,san quintin,30.4833,-115.95,72.54,36,0,10.83,MX,1638132763
160,kindu,-2.95,25.95,69.33,98,99,0.49,CD,1638132765
161,nizwa,22.9333,57.5333,68.23,44,0,3.62,OM,1638132768
162,vallenar,-28.5708,-70.7581,82.13,25,0,9.22,CL,1638132770
163,presidente epitacio,-21.7633,-52.1156,93.6,35,65,4.72,BR,1638132773
164,ustynivka,47.9551,32.5367,52.18,98,100,8.21,UA,1638132775
165,micheweni,-4.9667,39.8333,79.52,79,64,6.31,TZ,1638132778
166,deputatskiy,69.3,139.9,-12.33,96,100,5.1,RU,1638132780
167,tukrah,32.5341,20.5791,79.88,27,98,33.67,LY,1638132783
168,zhigansk,66.7697,123.3711,-7.89,99,100,5.66,RU,1638132785
169,mayo,38.8876,-76.5119,57.24,57,60,2.08,US,1638132787
170,bozeman,45.6796,-111.0386,63.09,32,1,18.41,US,1638132744
171,kodiak,57.79,-152.4072,11.93,65,3,6.35,US,1638132792
172,lazaro cardenas,17.9583,-102.2,84.63,55,4,10.0,MX,1638132795
173,vanimo,-2.6741,141.3028,77.32,89,99,5.5,PG,1638132797
174,isangel,-19.55,169.2667,81.21,75,100,7.25,VU,1638132800
175,paita,-5.0892,-81.1144,75.76,75,71,17.13,PE,1638132802
176,mbuji-mayi,-6.15,23.6,69.73,94,39,0.98,CD,1638132805
177,port hedland,-20.3167,118.5667,75.25,78,27,5.75,AU,1638132807
178,ambala,30.3783,76.7808,57.7,42,0,3.98,IN,1638132810
179,kuito,-12.3833,16.9333,60.89,93,97,3.15,AO,1638132812
180,kaitangata,-46.2817,169.8464,58.39,50,100,6.93,NZ,1638132815
181,lagoa,39.05,-27.9833,60.39,55,63,1.9,PT,1638132817
182,newcastle,-32.9272,151.7765,62.37,82,0,5.75,AU,1638132820
183,baiao,-2.7906,-49.6717,82.31,66,98,3.11,BR,1638132822
184,ancud,-41.8697,-73.8203,58.53,69,73,9.15,CL,1638132824
185,raudeberg,61.9875,5.1352,21.87,40,100,3.69,NO,1638132827
186,ust-uda,54.1742,103.0304,18.57,94,100,6.11,RU,1638132830
187,jinji,23.2281,110.8261,56.97,73,11,2.77,CN,1638132835
188,inyonga,-6.7167,32.0667,71.22,59,84,4.23,TZ,1638132837
189,santa rosalia,27.3167,-112.2833,72.88,48,0,9.66,MX,1638132840
190,port hawkesbury,45.6169,-61.3485,40.59,64,1,5.75,CA,1638132842
191,lander,42.833,-108.7307,55.58,39,100,1.74,US,1638132845
192,mombetsu,44.3525,143.3525,32.79,77,17,9.28,JP,1638132847
193,shimoda,34.6667,138.95,49.6,61,41,4.61,JP,1638132850
194,kangaatsiaq,68.3065,-53.4641,20.79,65,100,25.19,GL,1638132852
195,jalu,29.0331,21.5482,75.81,21,100,11.77,LY,1638132855
196,leningradskiy,69.3833,178.4167,-20.92,94,89,11.32,RU,1638132857
197,ibra,22.6906,58.5334,67.17,45,0,2.39,OM,1638132860
198,brae,60.3964,-1.353,31.91,54,100,6.82,GB,1638132862
199,bethel,41.3712,-73.414,37.98,75,90,3.44,US,1638132600
200,ko samui,9.5357,99.9357,80.65,79,96,19.75,TH,1638132867
201,road town,18.4167,-64.6167,84.24,74,40,5.75,VG,1638132863
202,qingdao,36.0986,120.3719,44.2,100,40,4.47,CN,1638132634
203,bol,13.4586,14.7147,78.64,38,89,12.84,TD,1638132874
204,lovozero,68.005,35.0117,-4.38,89,3,4.23,RU,1638132877
205,lasa,46.6166,10.7002,31.08,94,100,6.78,IT,1638132762
206,la ronge,55.1001,-105.2842,25.05,58,90,12.66,CA,1638132864
207,bengkulu,-3.8004,102.2655,75.85,85,100,4.72,ID,1638132884
208,samana,19.2056,-69.3369,86.22,74,40,6.91,DO,1638132889
209,west plains,36.7281,-91.8524,53.69,37,6,7.81,US,1638132817
210,chokurdakh,70.6333,147.9167,-39.03,100,79,0.58,RU,1638132896
211,poum,-20.2333,164.0167,79.75,76,39,5.01,NC,1638132898
212,sao gabriel da cachoeira,-0.1303,-67.0892,79.99,85,95,1.72,BR,1638132802
213,kieta,-6.2167,155.6333,81.52,78,100,1.68,PG,1638132903
214,kaeo,-35.1,173.7833,68.56,65,100,2.06,NZ,1638132905
215,urucara,-2.5364,-57.76,83.64,69,100,1.54,BR,1638132908
216,chase,50.8165,-119.6857,40.75,100,100,2.33,CA,1638132910
217,rocha,-34.4833,-54.3333,67.6,89,100,5.28,UY,1638132913
218,bergen,60.392,5.328,25.21,63,0,3.44,NO,1638132915
219,bendigo,-36.7667,144.2833,59.99,57,0,5.53,AU,1638132918
220,gospic,44.5461,15.3747,40.69,84,100,7.05,HR,1638132920
221,cabo san lucas,22.8909,-109.9124,74.5,73,100,7.61,MX,1638132923
222,marsh harbour,26.5412,-77.0636,72.46,65,96,3.56,BS,1638132925
223,york,40.1254,-77.0,50.77,65,90,0.0,US,1638132720
224,saint-denis,48.9167,2.3333,37.96,84,20,6.91,FR,1638132930
225,polson,47.6936,-114.1632,57.34,58,98,13.6,US,1638132658
226,albanel,48.8832,-72.4487,21.34,63,85,10.36,CA,1638132935
227,sitarganj,28.9333,79.7,58.78,52,0,3.36,IN,1638132937
228,nikolskoye,59.7035,30.7861,24.69,92,96,5.37,RU,1638132752
229,saint george,37.1041,-113.5841,77.47,23,1,0.0,US,1638132661
230,pacifica,37.6138,-122.4869,71.28,55,20,4.61,US,1638132944
231,santa isabel do rio negro,-0.4139,-65.0192,83.35,78,100,3.09,BR,1638132946
232,oltu,40.5498,42.0013,43.52,85,71,5.53,TR,1638132949
233,kapaa,22.0752,-159.319,78.78,68,2,12.03,US,1638132951
234,carnarvon,-24.8667,113.6333,75.27,64,0,14.97,AU,1638132755
235,champoton,19.35,-90.7167,79.36,65,100,10.04,MX,1638132956
236,bijie,27.3125,105.2942,44.73,95,100,4.61,CN,1638132959
237,perbaungan,3.5679,98.956,75.31,89,100,5.73,ID,1638132961
238,ballina,-28.8667,153.5667,68.18,94,75,8.05,AU,1638132964
239,fare,-16.7,-151.0167,81.43,74,83,12.91,PF,1638132966
240,ulladulla,-35.35,150.4667,56.3,65,88,3.42,AU,1638132969
241,maymyo,22.0333,96.4667,57.27,88,7,1.63,MM,1638132971
242,lorvao,40.2594,-8.3168,53.65,93,96,8.59,PT,1638132974
243,bilma,18.6853,12.9164,75.85,16,100,7.05,NE,1638132976
244,camacha,33.0833,-16.3333,61.56,63,40,10.36,PT,1638132979
245,meulaboh,4.1363,96.1285,74.34,91,100,4.52,ID,1638132981
246,russell,32.3502,-85.1999,55.11,54,90,0.0,US,1638132984
247,santa catalina,9.3337,122.8637,77.59,88,34,6.49,PH,1638132986
248,kribi,2.95,9.9167,79.79,82,100,5.41,CM,1638132989
249,havelock,34.8791,-76.9013,62.58,42,96,6.89,US,1638132991
250,jerome,42.7241,-114.5186,55.87,31,28,4.94,US,1638132994
251,divnomorskoye,44.5011,38.1353,57.76,92,99,21.21,RU,1638132999
252,nanortalik,60.1432,-45.2371,41.18,93,100,13.42,GL,1638133001
253,te anau,-45.4167,167.7167,58.91,47,22,0.81,NZ,1638133003
254,casa nova,-9.4167,-41.1333,80.58,71,98,5.84,BR,1638133006
255,razdolinsk,58.4211,94.6658,21.65,92,100,13.47,RU,1638133008
256,berbera,10.4396,45.0143,81.12,58,1,6.49,SO,1638133011
257,socorro,31.6546,-106.3033,62.46,25,0,1.66,US,1638133014
258,balakhninskiy,58.0106,114.2769,-0.8,98,100,2.15,RU,1638133016
259,esperance,-33.8667,121.9,64.24,89,95,16.08,AU,1638133019
260,bardiyah,31.7561,25.0865,74.25,40,100,18.68,LY,1638133021
261,jacareacanga,-6.2222,-57.7528,76.37,90,99,1.83,BR,1638133024
262,bahia honda,22.9036,-83.1592,75.81,63,21,8.12,CU,1638133026
263,jati,24.3539,68.2671,73.76,28,0,8.52,PK,1638133029
264,aswan,24.0934,32.907,74.5,31,0,8.05,EG,1638133031
265,iwanai,42.9744,140.5089,39.72,86,100,6.49,JP,1638133034
266,katsuura,35.1333,140.3,42.91,56,5,2.06,JP,1638133036
267,vostok,46.4856,135.8833,18.46,89,97,5.21,RU,1638132900
268,kulhudhuffushi,6.6221,73.07,79.66,81,98,11.74,MV,1638133041
269,lavumisa,-27.31,31.892,66.43,96,76,4.9,SZ,1638133044
270,nouadhibou,20.931,-17.0347,69.78,64,100,20.71,MR,1638133046
271,bouna,9.2667,-3.0,81.25,25,6,2.53,CI,1638133051
272,batagay-alyta,67.8006,130.4114,-19.62,93,98,4.14,RU,1638133053
273,qaanaaq,77.484,-69.3632,-8.21,77,23,8.23,GL,1638133056
274,castro,-24.7911,-50.0119,75.43,60,85,3.74,BR,1638133058
275,walvis bay,-22.9575,14.5053,59.95,88,0,5.75,NA,1638132958
276,mahebourg,-20.4081,57.7,73.69,83,20,3.44,MU,1638132957
277,oistins,13.0667,-59.5333,84.29,70,40,14.97,BB,1638132848
278,cherskiy,68.75,161.3,-11.42,99,100,6.53,RU,1638133068
279,anloga,5.7947,0.8973,82.62,78,70,11.95,GH,1638133070
280,edd,13.9297,41.6925,82.2,66,0,10.02,ER,1638133073
281,cockburn town,21.4612,-71.1419,80.56,65,40,8.05,TC,1638133076
282,ribeira grande,38.5167,-28.7,61.2,67,20,6.91,PT,1638133078
283,ilulissat,69.2167,-51.1,4.64,73,100,8.23,GL,1638133080
284,nuuk,64.1835,-51.7216,38.8,92,100,34.45,GL,1638132957
285,bereda,43.2686,-7.5406,47.95,96,100,6.4,ES,1638133085
